2;1;38.50;66;28;3;3;4;2;5;4;4;4;4;4;3;5;45.00;8.40;4;4;2;2;11300;00000;00000;2
1;1;39.2;88;20;4;4;4;1;3;4;2;4;4;4;4;2;50;85;2;2;3;2;02208;00000;00000;2
2;1;38.30;40;24;1;1;3;1;3;3;1;4;4;4;1;1;33.00;6.70;4;4;1;2;00000;00000;00000;1
1;9;39.10;164;84;4;1;6;2;2;4;4;1;2;5.00;3;4;48.00;7.20;3;5.30;2;1;02208;00000;00000;1
2;1;37.30;104;35;4;4;6;2;4;4;4;4;4;4;4;4;74.00;7.40;4;4;2;2;04300;00000;00000;2
2;1;4;4;4;2;1;3;1;2;3;2;2;1;4;3;3;4;4;4;4;1;2;00000;00000;00000;2
1;1;37.90;48;16;1;1;1;1;3;3;3;1;1;4;3;5;37.00;7.00;4;4;1;1;03124;00000;00000;2
1;1;4;60;4;3;4;4;1;4;4;2;2;1;4;3;4;44.00;8.30;4;4;2;1;02208;00000;00000;2
2;1;4;80;36;3;4;3;1;4;4;4;2;1;4;3;5;38.00;6.20;4;4;3;1;03205;00000;00000;2
2;9;38.30;90;4;1;4;1;1;5;3;1;2;1;4;3;4;40.00;6.20;1;2.20;1;2;00000;00000;00000;1
1;1;38.10;66;12;3;3;5;1;3;3;1;2;1;3.00;2;5;44.00;6.00;2;3.60;1;1;02124;00000;00000;1
2;1;39.10;72;52;2;4;2;1;2;1;2;1;1;4;4;4;50.00;7.80;4;4;1;1;02111;00000;00000;2
1;1;37.20;42;12;2;1;1;1;3;3;3;3;1;4;4;5;4;7.00;4;4;1;2;04124;00000;00000;2
2;9;38.00;92;28;1;1;2;1;1;3;2;3;4;7.20;1;1;37.00;6.10;1;4;2;2;00000;00000;00000;1
1;1;38.2;76;28;3;1;1;1;3;4;1;2;2;4;4;4;46;81;1;2;1;1;02112;00000;00000;2
1;1;37.60;96;48;3;1;4;1;5;3;3;2;3;4.50;4;4;45.00;6.80;4;4;2;1;03207;00000;00000;2
1;9;4;128;36;3;3;4;2;4;4;3;3;4;4;4;5;53.00;7.80;3;4.70;2;2;01400;00000;00000;1
2;1;37.50;48;24;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;00000;00000;00000;2
1;1;37.60;64;21;1;1;2;1;2;3;1;1;1;4;2;5;40.00;7.00;1;4;1;1;04205;00000;00000;1
2;1;39.4;110;35;4;3;6;4;4;3;3;4;4;4;4;4;55;8.7;4;4;1;2;00000;00000;00000;2
1;1;39.90;72;60;1;1;5;2;5;4;4;3;1;4;4;4;46.00;6.10;2;4;1;1;02111;00000;00000;2
2;1;38.40;48;16;1;4;1;1;1;3;1;2;3;5.50;4;3;49.00;6.80;4;4;1;2;00000;00000;00000;2
1;1;38.60;42;34;2;1;4;4;2;3;1;4;4;4;1;4;48.00;7.20;4;4;1;1;03111;00000;00000;2
1;9;38.3;130;60;4;3;4;1;2;4;4;4;4;4;4;4;50;70;4;4;1;1;03111;00000;00000;2
1;1;38.1;60;12;3;3;3;1;4;4;3;3;2;2;4;4;51;65;4;4;1;1;03111;00000;00000;2
2;1;37.80;60;42;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;1;2;00000;00000;00000;2
1;1;38.30;72;30;4;3;3;2;3;3;3;2;1;4;3;5;43.00;7.00;2;3.90;1;1;03111;00000;00000;1
1;1;37.80;48;12;3;1;1;1;4;3;2;1;1;4;1;3;37.00;5.50;2;1.30;1;2;04122;00000;00000;1
1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;04300;00000;00000;2
2;1;37.7;48;4;2;1;1;1;1;1;1;1;1;4;4;4;45;76;4;4;1;2;00000;00000;00000;2
2;1;37.70;96;30;3;3;4;2;5;4;4;3;2;4.00;4;5;66.00;7.50;4;4;2;1;04205;00000;00000;2
2;1;37.20;108;12;3;3;4;2;2;4;2;4;3;6.00;3;3;52.00;8.20;3;7.40;3;1;02207;00000;00000;1
1;1;37.20;60;4;2;1;1;1;3;3;3;2;1;4;4;5;43.00;6.60;4;4;1;1;02209;00000;00000;2
1;1;38.20;64;28;1;1;1;1;3;1;4;4;4;4;4;4;49.00;8.60;2;6.60;1;1;02208;00000;00000;1
1;1;4;100;30;3;3;4;2;5;4;4;3;3;4;4;4;52.00;6.60;4;4;1;1;01124;00000;00000;2
2;1;4;104;24;4;3;3;2;4;4;3;4;3;4;4;2;73.00;8.40;4;4;3;1;07111;00000;00000;2
2;1;38.30;112;16;4;3;5;2;4;4;1;1;2;4;4;5;51.00;6.00;2;1.00;3;2;05205;00000;00000;1
1;1;37.8;72;4;4;3;4;1;5;3;1;4;1;4;1;1;56;80;1;2;1;1;03111;00000;00000;2
2;1;38.60;52;4;1;1;1;1;3;3;2;1;1;4;1;3;32.00;6.60;1;5.00;1;2;00000;00000;00000;1
1;9;39.20;146;96;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;02113;00000;00000;2
1;1;4;88;4;3;3;6;2;5;3;3;1;3;4;4;5;63.00;6.50;3;4;2;1;04205;00000;00000;2
2;9;39.00;150;72;4;4;4;4;4;4;4;4;4;4;4;4;47.00;8.50;4;0.10;1;1;09400;00000;00000;1
2;1;38.00;60;12;3;1;3;1;3;3;1;1;1;4;2;2;47.00;7.00;4;4;1;2;03111;00000;00000;2
1;1;4;120;4;3;4;4;1;4;4;4;1;1;4;4;5;52;67;2;2;3;1;03205;00000;00000;2
1;1;35.4;140;24;3;3;4;2;4;4;4;2;1;4;4;5;57;69;3;2;3;1;03205;00000;00000;2
2;1;4;120;4;4;3;4;2;5;4;4;1;1;4;4;5;60.00;6.50;3;4;2;1;03205;00000;00000;2
1;1;37.90;60;15;3;4;4;2;5;4;4;2;2;4;4;5;65.00;7.50;4;4;1;1;02305;00000;00000;1
2;1;37.50;48;16;1;1;1;1;1;1;1;1;1;4;1;4;37.00;6.50;4;4;1;2;00000;00000;00000;2
1;1;38.90;80;44;3;3;3;2;2;3;3;2;2;7.00;3;1;54.00;6.50;3;4;2;1;07111;00000;00000;2
2;1;37.20;84;48;3;3;5;2;4;1;2;1;2;4;2;1;73.00;5.50;2;4.10;2;2;04300;00000;00000;1
2;1;38.60;46;4;1;1;2;1;1;3;2;1;1;4;4;2;49.00;9.10;1;1.60;1;2;03111;00000;00000;1
1;1;37.40;84;36;1;4;3;2;3;3;2;4;4;4;4;5;4;4;3;4;2;1;07209;00000;00000;1
2;1;4;4;4;1;1;3;1;1;3;1;4;4;4;2;2;43.00;7.70;4;4;1;2;03111;00000;00000;2
2;1;38.60;40;20;4;4;4;1;4;4;4;4;4;4;4;4;41.00;6.40;4;4;1;2;03111;00000;00000;1
2;1;40.30;114;36;3;3;1;2;2;3;3;2;1;7.00;1;5;57.00;8.10;3;4.50;3;1;07400;00000;00000;1
1;9;38.60;160;20;3;4;5;1;3;3;4;3;4;4;4;4;38.00;4;2;4;2;1;07111;00000;00000;1
1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;24.00;6.70;4;4;1;1;03112;00000;00000;2
1;1;4;64;36;2;4;2;1;5;3;3;2;2;4;4;4;42.00;7.70;4;4;2;1;03209;00000;00000;2
1;1;4;4;20;4;3;3;4;5;4;3;2;4;4;4;4;53.00;5.90;3;4;2;1;03205;00000;00000;1
2;1;4;96;4;3;3;3;2;5;4;4;1;2;4;4;5;60.00;4;4;4;2;1;04205;00000;00000;2
2;1;37.80;48;32;1;1;3;1;2;1;4;1;1;4;4;5;37.00;6.70;4;4;1;2;02124;00000;00000;2
2;1;38.50;60;4;2;2;1;1;1;2;2;2;1;4;1;1;44.00;7.70;4;4;1;2;00000;00000;00000;2
1;1;37.80;88;22;2;1;2;1;3;4;4;2;4;4;4;4;64.00;8.00;1;6.00;2;1;03205;00000;00000;1
2;1;38.2;130;16;4;3;4;2;2;4;4;1;1;4;4;4;65;82;2;2;3;2;02209;01400;00000;2
1;1;39.00;64;36;3;1;4;2;3;3;2;1;2;7.00;4;5;44.00;7.50;3;5.00;1;1;02113;00000;00000;1
1;1;4;60;36;3;1;3;1;3;3;2;1;1;4;3;4;26;72;2;1;1;1;02208;00000;00000;2
2;1;37.9;72;4;1;1;5;2;3;3;1;1;3;2;3;4;58;74;1;2;1;1;02322;00000;00000;2
2;1;38.40;54;24;1;1;1;1;1;3;1;2;1;4;3;2;49.00;7.20;1;4;1;2;03111;00000;00000;1
2;1;4;52;16;1;4;3;1;4;4;4;2;3;5.50;4;4;55.00;7.20;4;4;1;2;02124;00000;00000;2
2;1;38.00;48;12;1;1;1;1;1;3;4;1;1;4;3;2;42.00;6.30;2;4.10;1;2;03111;00000;00000;1
2;1;37.00;60;20;3;4;4;1;3;4;3;2;2;4.50;4;4;43.00;7.60;4;4;3;1;02209;00000;00000;1
1;1;37.80;48;28;1;1;1;1;1;2;1;2;4;4;1;1;46.00;5.90;2;7.00;1;2;00000;00000;00000;1
1;1;37.70;56;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;02113;00000;00000;2
1;1;38.10;52;24;1;1;5;1;4;3;1;2;3;7.00;1;4;54.00;7.50;2;2.60;2;1;02112;00000;00000;1
1;9;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;37.00;4.90;4;4;2;1;11124;00000;00000;2
1;9;39.7;100;4;3;3;5;2;2;3;4;4;4;4;4;4;48;57;2;2;3;1;01400;00000;00000;2
1;1;37.6;38;20;3;3;1;1;3;3;2;4;4;4;3;4;37;68;4;4;1;1;03205;00000;00000;2
2;1;38.7;52;20;2;4;1;1;1;1;1;1;1;4;1;1;33;77;4;4;1;2;00000;00000;00000;2
1;1;4;4;4;3;3;3;3;5;3;3;3;2;4;4;5;46.00;5.90;4;4;2;1;03025;00000;00000;2
1;1;37.50;96;18;1;3;6;2;3;4;2;2;3;5.00;4;4;69.00;8.90;3;4;1;1;02208;00000;00000;1
1;1;36.40;98;35;3;3;4;1;4;3;2;4;4;4;4;4;47.00;6.40;3;3.60;2;1;02205;00000;00000;1
1;1;37.3;40;4;4;3;1;1;2;3;2;3;1;4;3;5;36;4;3;2;1;1;03111;00000;00000;2
1;9;38.10;100;80;3;1;2;1;3;4;1;4;4;4;1;4;36.00;5.70;4;4;1;1;03111;00000;00000;2
1;1;38.00;4;24;3;3;6;2;5;4;4;1;1;4;4;4;68.00;7.80;4;4;2;1;03205;00000;00000;2
1;1;37.80;60;80;1;3;2;2;2;3;3;4;2;5.50;4;4;40.00;4.50;2;4;1;1;05206;00000;00000;1
2;1;38.00;54;30;2;3;3;3;3;1;2;2;2;4;4;4;45.00;6.20;4;4;1;2;00400;00000;00000;2
1;1;4;88;40;3;3;4;2;5;4;3;3;4;4;4;5;50.00;7.70;3;1.40;2;1;04205;00000;00000;1
2;1;4;40;16;4;4;4;1;4;4;4;4;4;4;4;4;50.00;7.00;2;3.90;3;1;02208;00000;00000;1
2;1;39.00;64;40;1;1;5;1;3;3;2;2;1;4;3;3;42.00;7.50;2;2.30;1;2;05000;00000;00000;1
2;1;38.3;42;10;1;1;1;1;1;1;1;4;4;4;4;4;38;61;4;4;1;2;00000;00000;00000;2
2;1;38.0;52;16;4;4;4;4;2;4;4;4;3;1;1;1;53;86;4;4;1;1;02322;00000;00000;2
2;1;40.30;114;36;3;3;1;2;2;3;3;2;1;7.00;1;5;57.00;8.10;3;4.50;2;1;03205;00000;00000;1
2;1;38.80;50;20;3;1;1;1;1;1;1;2;1;4;3;1;42.00;6.20;4;4;1;2;00000;00000;00000;2
2;1;4;4;4;3;3;1;1;5;3;3;1;1;4;4;5;38.00;6.50;4;4;2;1;03205;00000;00000;2
2;1;37.50;48;30;4;1;3;1;4;2;1;1;1;4;1;1;48.00;8.60;4;4;1;2;00000;00000;00000;2
1;1;37.3;48;20;4;1;2;1;3;3;3;2;1;4;3;5;41;69;4;4;1;1;03205;00000;00000;2
2;1;4;84;36;4;4;3;1;4;3;1;2;1;4;3;2;44.00;8.50;4;4;1;1;03111;00000;00000;2
1;1;38.1;88;32;3;3;4;1;2;3;3;4;3;1;4;5;55;60;4;4;3;2;03205;00000;00000;2
2;1;37.7;44;40;2;1;3;1;1;3;2;1;1;4;1;5;41;60;4;4;1;2;00000;00000;00000;2
2;1;39.60;108;51;3;3;6;2;2;4;3;1;2;4;3;5;59.00;8.00;2;2.60;1;2;04300;00000;00000;1
1;1;38.2;40;16;3;3;1;1;1;3;4;4;4;4;1;1;34;66;4;4;1;2;00000;00000;00000;2
1;1;4;60;20;4;3;4;2;5;4;4;4;1;4;4;5;4;4;4;4;3;1;03205;00000;00000;2
2;1;38.3;40;16;3;4;1;1;2;4;4;4;4;4;4;4;37;57;4;4;1;2;00000;00000;00000;2
1;9;38.00;140;68;1;1;1;1;3;3;2;4;4;4;2;1;39.00;5.30;4;4;1;1;07111;00000;00000;2
1;1;37.80;52;24;1;3;3;1;4;4;1;2;3;5.70;2;5;48.00;6.60;1;3.70;2;1;05400;00000;00000;2
1;1;4;70;36;1;4;3;2;2;3;2;2;4;4;4;5;36.00;7.30;4;4;1;1;31110;00000;00000;2
1;1;38.30;52;96;4;3;3;1;4;4;4;1;1;4;1;4;43.00;6.10;4;4;1;1;03209;00000;00000;1
2;1;37.30;50;32;1;1;3;1;1;3;2;4;4;4;1;4;44.00;7.00;4;4;1;2;00000;00000;00000;2
1;1;38.7;60;32;4;3;2;2;4;4;4;4;4;4;4;5;53;64;3;2;3;1;03205;00000;00000;2
1;9;38.40;84;40;3;3;2;1;3;3;3;1;1;4;4;4;36.00;6.60;2;2.80;2;1;02205;00000;00000;1
1;1;4;70;16;3;4;5;2;2;3;2;2;1;4;4;5;60.00;7.50;4;4;2;1;02112;00000;00000;2
1;1;38.3;40;16;3;4;4;1;1;3;2;4;4;4;4;4;38;58;1;2;1;1;03111;07111;00000;2
1;1;4;40;4;2;1;1;1;1;3;1;1;1;4;4;5;39;56;4;4;1;1;03111;00000;00000;2
1;1;36.80;60;28;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;10.00;2;1;03205;00000;00000;1
1;1;38.4;44;24;3;4;4;4;5;4;3;2;1;4;4;5;50;77;4;4;1;1;03205;00000;00000;2
2;1;4;4;40;3;1;1;1;3;3;2;4;4;4;4;4;45;70;4;4;1;2;00000;00000;00000;2
1;1;38.0;44;12;1;1;1;1;3;3;3;2;1;4;4;5;42;65;4;4;1;1;03205;03111;00000;2
2;1;39.50;4;4;3;3;4;2;3;4;3;4;3;5.50;4;5;4;6.70;1;4;3;1;04205;00000;00000;2
1;1;36.5;78;30;1;4;1;1;5;3;1;4;1;4;4;4;34;75;2;1;1;1;03112;06112;00000;2
2;1;38.1;56;20;2;1;2;1;1;3;1;1;1;4;4;4;46;70;4;4;1;2;00000;00000;00000;2
1;1;39.40;54;66;1;1;2;1;2;3;2;1;1;4;3;4;39.00;6.00;2;4;1;1;02206;00000;00000;1
1;1;38.3;80;40;4;4;6;2;4;3;1;4;2;4;1;4;67;10.2;2;1;3;1;02208;00000;00000;2
2;1;38.7;40;28;2;1;1;1;3;1;1;4;4;4;1;4;39;62;1;1;1;2;00000;00000;00000;2
1;1;38.20;64;24;1;1;3;1;4;4;3;2;1;4;4;4;45.00;7.50;1;2.00;2;1;03205;00000;00000;1
